Datetime,Cloud Index_95 (-)
2024-08-08 22:20:00,0.862745098
2024-08-08 22:40:00,0.815686274
2024-08-08 22:50:00,0.788235294
2024-08-08 23:00:00,0.77254902
2024-08-08 23:10:00,0.733333333
2024-08-08 23:20:00,0.690196078
2024-08-08 23:30:00,0.647058823
2024-08-08 23:40:00,0.623529412
2024-08-08 23:50:00,0.564705882
2024-08-09 00:10:00,0.537254902
2024-08-09 00:30:00,0.364705882
2024-08-09 00:40:00,0.423529412
2024-08-09 00:50:00,0.392156863
2024-08-09 01:00:00,0.564705882
2024-08-09 01:10:00,0.615686275
2024-08-09 01:20:00,0.611764706
2024-08-09 01:30:00,0.431372549
2024-08-09 01:50:00,0.078431372
2024-08-09 02:10:00,0.003921569
2024-08-09 02:20:00,0.003921569
2024-08-09 02:30:00,0.003921569
2024-08-09 03:00:00,0.003921569
2024-08-09 03:10:00,0.003921569
2024-08-09 03:20:00,0.011764706
2024-08-09 03:30:00,0.0
2024-08-09 04:00:00,0.0
2024-08-09 04:10:00,0.0
2024-08-09 04:30:00,0.0
2024-08-09 04:50:00,0.0
2024-08-09 05:00:00,0.0
2024-08-09 05:10:00,0.0
2024-08-09 05:30:00,0.0
2024-08-09 05:50:00,0.0
2024-08-09 06:00:00,0.0
2024-08-09 06:30:00,0.0
2024-08-09 06:50:00,0.0
2024-08-09 07:00:00,0.0
2024-08-09 07:10:00,0.0
2024-08-09 07:20:00,0.0
2024-08-09 07:30:00,0.0
2024-08-09 07:40:00,0.0
2024-08-09 07:50:00,0.0
2024-08-09 08:10:00,0.0
2024-08-09 08:20:00,0.0
2024-08-09 08:30:00,0.0
2024-08-09 08:40:00,0.0
2024-08-09 08:50:00,0.0
2024-08-09 09:10:00,0.0
2024-08-09 09:30:00,0.0
2024-08-09 09:40:00,0.0
2024-08-09 09:50:00,0.0
2024-08-09 10:00:00,0.0
2024-08-09 10:10:00,0.0
2024-08-09 10:20:00,0.0
2024-08-09 10:30:00,0.0
2024-08-09 11:00:00,0.0
2024-08-09 11:10:00,0.0
2024-08-09 11:20:00,0.0
2024-08-09 11:40:00,0.011764706
2024-08-09 11:50:00,0.003921569
2024-08-09 12:00:00,0.003921569
2024-08-09 12:30:00,0.003921569
2024-08-09 12:40:00,0.019607843
2024-08-09 12:50:00,0.101960784
2024-08-09 13:00:00,0.517647059
2024-08-09 13:10:00,0.823529412
2024-08-09 13:40:00,0.454901961
2024-08-09 14:00:00,0.380392157
2024-08-09 14:20:00,0.278431372
2024-08-09 14:30:00,0.266666667
2024-08-09 14:40:00,0.290196078
2024-08-09 14:50:00,0.345098039
2024-08-09 15:40:00,0.592156863
2024-08-09 15:50:00,0.525490196
2024-08-09 16:00:00,0.780392157
2024-08-09 16:10:00,0.788235294
2024-08-09 16:20:00,0.756862745
2024-08-09 16:30:00,0.71372549
2024-08-09 16:50:00,0.760784314
2024-08-09 17:00:00,0.890196078
2024-08-09 17:10:00,0.882352941
2024-08-09 17:30:00,0.905882353
2024-08-09 17:40:00,0.870588235
2024-08-09 17:50:00,0.921568628
2024-08-09 18:00:00,0.901960784
2024-08-09 18:10:00,0.898039216
2024-08-09 18:20:00,0.894117647
2024-08-09 18:30:00,0.905882353
2024-08-09 18:40:00,0.921568628
2024-08-09 18:50:00,0.933333333
2024-08-09 19:00:00,0.882352941
2024-08-09 19:10:00,0.870588235
2024-08-09 19:20:00,0.839215686
2024-08-09 19:30:00,0.796078431
2024-08-09 19:40:00,0.737254902
2024-08-09 20:10:00,0.694117647
2024-08-09 20:20:00,0.690196078
2024-08-09 20:40:00,0.847058823
2024-08-09 21:10:00,0.847058823
2024-08-09 21:30:00,0.839215686
2024-08-09 21:40:00,0.847058823
2024-08-09 22:00:00,0.784313726
2024-08-09 22:20:00,0.764705882
2024-08-09 22:30:00,0.760784314
2024-08-09 22:40:00,0.77254902
2024-08-09 22:50:00,0.756862745
2024-08-09 23:00:00,0.717647059
2024-08-09 23:10:00,0.666666667
2024-08-09 23:20:00,0.635294118
2024-08-09 23:30:00,0.584313726
2024-08-09 23:40:00,0.501960784
2024-08-10 00:00:00,0.51372549
2024-08-10 00:10:00,0.501960784
2024-08-10 00:20:00,0.517647059
2024-08-10 01:00:00,0.615686275
2024-08-10 01:20:00,0.529411765
2024-08-10 01:30:00,0.454901961
2024-08-10 01:40:00,0.258823529
2024-08-10 01:50:00,0.094117647
2024-08-10 02:00:00,0.0
2024-08-10 02:10:00,0.003921569
2024-08-10 03:00:00,0.003921569
2024-08-10 03:20:00,0.031372549
2024-08-10 03:40:00,0.0
2024-08-10 03:50:00,0.0
2024-08-10 04:20:00,0.0
2024-08-10 04:30:00,0.0
2024-08-10 04:50:00,0.0
2024-08-10 05:00:00,0.0
2024-08-10 05:10:00,0.0
2024-08-10 05:30:00,0.0
2024-08-10 05:50:00,0.0
2024-08-10 06:00:00,0.0
2024-08-10 06:10:00,0.0
2024-08-10 06:20:00,0.0
2024-08-10 06:50:00,0.0
2024-08-10 07:00:00,0.0
2024-08-10 07:10:00,0.0
2024-08-10 07:20:00,0.0
2024-08-10 07:30:00,0.0
2024-08-10 07:40:00,0.0
2024-08-10 08:00:00,0.0
2024-08-10 08:10:00,0.0
2024-08-10 08:40:00,0.0
2024-08-10 08:50:00,0.0
2024-08-10 09:00:00,0.0
2024-08-10 09:10:00,0.0
2024-08-10 09:20:00,0.0
2024-08-10 09:30:00,0.0
2024-08-10 09:40:00,0.0
2024-08-10 09:50:00,0.0
2024-08-10 10:10:00,0.0
2024-08-10 10:20:00,0.0
2024-08-10 10:30:00,0.0
2024-08-10 11:10:00,0.0
2024-08-10 11:20:00,0.0
2024-08-10 11:30:00,0.023529412
2024-08-10 11:40:00,0.011764706
2024-08-10 11:50:00,0.007843137
2024-08-10 12:00:00,0.003921569
2024-08-10 12:20:00,0.003921569
2024-08-10 12:30:00,0.003921569
2024-08-10 14:20:00,0.258823529
2024-08-10 14:30:00,0.325490196
2024-08-10 14:40:00,0.729411765
2024-08-10 14:50:00,0.749019608
2024-08-10 15:10:00,0.882352941
2024-08-10 15:20:00,0.898039216
2024-08-10 15:40:00,0.854901961
2024-08-10 15:50:00,0.874509804
2024-08-10 16:00:00,0.894117647
2024-08-10 16:20:00,0.937254902
2024-08-10 16:30:00,0.847058823
2024-08-10 17:10:00,0.956862745
2024-08-10 17:30:00,0.952941176
2024-08-10 17:40:00,0.933333333
2024-08-10 17:50:00,0.917647059
2024-08-10 18:00:00,0.921568628
